cve_id,description,published_date,cvss_score,vendor_raw,software_raw,vendor,software,software_version,operatig_system,source,reason,trigger,attacker_action,user_interaction,system_state,network_access,privilege,vulnerability_type,consequences
CVE-2024-2141,"The Ultimate Addons for Beaver Builder – Lite plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the Button widget in all versions up to, and including, 1.5.7 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with contributor-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",2024-03-30T06:44:44.400Z,6.4,brainstormforce,Ultimate Addons for Beaver Builder – Lite,WordPress,Ultimate Addons for Beaver Builder – Lite plugin,up to and including 1.5.7,N/A,Button widget,insufficient input sanitization and output escaping,user accesses an injected page,inject arbitrary web scripts in pages,"Yes, user accesses an injected page",,Remote,Authenticated with contributor-level access and above,Stored Cross-Site Scripting,arbitrary web scripts execution when a user accesses the page
CVE-2024-2471,"The FooGallery plugin for WordPress is vulnerable to Stored Cross-Site Scripting via image attachment fields (such as 'Title', 'Alt Text', 'Custom URL', 'Custom Class', and 'Override Type') in all versions up to, and including, 2.4.14 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with author-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",2024-04-06T05:37:15.277Z,6.4,bradvin,Best WordPress Gallery Plugin – FooGallery,WordPress,FooGallery plugin,up to 2.4.14,N/A,"image attachment fields (Title, Alt Text, Custom URL, Custom Class, Override Type)",insufficient input sanitization and output escaping,user accesses an injected page,inject arbitrary web scripts in pages,User accesses an injected page,N/A,Remote,"Authenticated, author-level access and above",Stored Cross-Site Scripting (XSS),Execution of arbitrary web scripts on pages
CVE-2024-31358,Missing Authorization vulnerability in Saleswonder.Biz 5 Stars Rating Funnel.This issue affects 5 Stars Rating Funnel: from n/a through 1.2.67.,2024-04-10T15:57:04.643Z,7.5,Saleswonder.biz,5 Stars Rating Funnel,Saleswonder.Biz,5 Stars Rating Funnel,from n/a through 1.2.67,N/A,Authorization mechanism,Missing authorization,N/A,Exploit missing authorization to access or perform restricted actions,No,N/A,Remote,Unauthenticated,Missing Authorization,Unauthorized access or modification of data or resources
CVE-2024-21026,"Vulnerability in the Oracle Complex Maintenance, Repair, and Overhaul product of Oracle E-Business Suite (component: LOV). Supported versions that are affected are 12.2.3-12.2.13. Easily exploitable vulnerability allows unauthenticated attacker with network access via HTTP to compromise Oracle Complex Maintenance, Repair, and Overhaul. Successful attacks require human interaction from a person other than the attacker and while the vulnerability is in Oracle Complex Maintenance, Repair, and Overhaul, attacks may significantly impact additional products (scope change). Successful attacks of this vulnerability can result in unauthorized update, insert or delete access to some of Oracle Complex Maintenance, Repair, and Overhaul accessible data as well as unauthorized read access to a subset of Oracle Complex Maintenance, Repair, and Overhaul accessible data. CVSS 3.1 Base Score 6.1 (Confidentiality and Integrity impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N).",2024-04-16T21:26:06.948Z,6.1,Oracle Corporation,"Complex Maintenance, Repair, and Overhaul",Oracle,"Oracle Complex Maintenance, Repair, and Overhaul",12.2.3-12.2.13,N/A,LOV component,N/A,Network access via HTTP,"Compromise Oracle Complex Maintenance, Repair, and Overhaul","Yes, from a person other than the attacker",N/A,Remote,Unauthenticated,Easily exploitable vulnerability,"Unauthorized update, insert or delete access and unauthorized read access to data in Oracle Complex Maintenance, Repair, and Overhaul"
CVE-2024-22137,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in MailMunch Constant Contact Forms by MailMunch allows Stored XSS.This issue affects Constant Contact Forms by MailMunch: from n/a through 2.0.11.,2024-01-12T23:20:31.258Z,6.5,MailMunch,Constant Contact Forms by MailMunch,MailMunch,Constant Contact Forms by MailMunch,from n/a through 2.0.11,N/A,Web Page Generation,Improper Neutralization of Input,N/A,Inject malicious scripts into web forms,Yes,N/A,Remote,Low,Stored Cross-Site Scripting (XSS),Malicious scripts execution on client browser
CVE-2024-6915,"JFrog Artifactory versions below 7.90.6, 7.84.20, 7.77.14, 7.71.23, 7.68.22, 7.63.22, 7.59.23, 7.55.18 are vulnerable to Improper Input Validation that could potentially lead to cache poisoning.",2024-08-05T19:34:31.571Z,9.3,JFrog,Artifactory,JFrog,Artifactory,"below 7.90.6, 7.84.20, 7.77.14, 7.71.23, 7.68.22, 7.63.22, 7.59.23, 7.55.18",N/A,Input validation process,Improper Input Validation,Improperly validated input,Exploit input validation flaw,No,,Remote,Unauthenticated,Improper Input Validation,Cache poisoning
CVE-2024-3020,"The plugin is vulnerable to PHP Object Injection in versions up to and including, 2.6.3 via deserialization of untrusted input in the import function via the 'shortcode' parameter. This allows authenticated attackers, with administrator-level access to inject a PHP Object. If a POP chain is present via an additional plugin or theme installed on the target system, it could allow the attacker to delete arbitrary files, retrieve sensitive data, or execute code.",2024-04-10T04:30:21.588Z,7.2,shapedplugin,"Carousel, Slider, Gallery by WP Carousel – Image Carousel & Photo Gallery, Post Carousel & Post Grid, Product Carousel & Product Grid for WooCommerce",,Unnamed plugin,up to and including 2.6.3,N/A,import function,deserialization of untrusted input,via the 'shortcode' parameter,inject a PHP Object,No,POP chain presence via an additional plugin or theme installed,Local,Authenticated with administrator-level access,PHP Object Injection,"delete arbitrary files, retrieve sensitive data, or execute code"
CVE-2024-31266,Improper Control of Generation of Code ('Code Injection') vulnerability in AlgolPlus Advanced Order Export For WooCommerce allows Code Injection.This issue affects Advanced Order Export For WooCommerce: from n/a through 3.4.4.,2024-04-25T08:43:06.353Z,9.1,AlgolPlus,Advanced Order Export For WooCommerce,AlgolPlus,Advanced Order Export For WooCommerce,through 3.4.4,N/A,N/A,Improper control of generation of code,N/A,Inject code,No,N/A,Remote,N/A,Code Injection,Allows attackers to inject and execute arbitrary code
CVE-2024-29918,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Survey Maker team Survey Maker allows Reflected XSS.This issue affects Survey Maker: from n/a through 4.0.6.,2024-03-27T07:10:05.501Z,7.1,Survey Maker team,Survey Maker,Survey Maker team,Survey Maker,from n/a through 4.0.6,N/A,Web Page Generation,Improper Neutralization of Input,Reflected XSS,Inject malicious scripts into web pages,"Yes, user needs to visit or interact with a crafted link or page",,Remote,Unauthenticated,Cross-site Scripting (XSS),Execution of arbitrary scripts in user's web browser
CVE-2024-37932,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') vulnerability in anhvnit Woocommerce OpenPos allows File Manipulation.This issue affects Woocommerce OpenPos: from n/a through 6.4.4.,2024-07-12T14:03:09.283Z,8.6,anhvnit,Woocommerce OpenPos,anhvnit,Woocommerce OpenPos,from n/a through 6.4.4,N/A,File handling mechanism in Woocommerce OpenPos,Improper Limitation of a Pathname to a Restricted Directory,Path Traversal attempt,File Manipulation,No,Vulnerable versions of Woocommerce OpenPos installed,Remote,Potentially authenticated or unauthenticated (not specified),Path Traversal,Unauthorized file manipulation or access
CVE-2024-2399,"The Premium Addons PRO plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's widgets in all versions up to, and including, 4.10.23 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers with contributor-level and above permissions to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",2024-03-15T06:48:46.034Z,6.4,Premium Addons for Elementor,Premium Addons Pro for Elementor,WordPress,Premium Addons PRO plugin,up to and including 4.10.23,N/A,plugin's widgets,insufficient input sanitization and output escaping on user supplied attributes,user accesses an injected page,inject arbitrary web scripts in pages,"Yes, user must access an injected page",Pages containing widgets with injected scripts,Remote,Authenticated; contributor-level and above permissions,Stored Cross-Site Scripting (XSS),Execution of arbitrary web scripts when accessing affected pages
CVE-2024-1116,A vulnerability was found in openBI up to 1.0.8. It has been classified as critical. Affected is the function index of the file /application/plugins/controller/Upload.php. The manipulation leads to unrestricted upload. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. VDB-252474 is the identifier assigned to this vulnerability.,2024-01-31T20:00:06.237Z,7.3,,openBI,openBI,openBI,up to 1.0.8,N/A,/application/plugins/controller/Upload.php,function index allows unrestricted upload,manipulation of file upload process,manipulate file upload process to achieve unrestricted upload,No,N/A,Remote,Unauthenticated,Unrestricted File Upload,Allows attackers to upload arbitrary files which could lead to further exploitation or system compromise
CVE-2024-5414,"A vulnerability have been discovered in PhpMyBackupPro affecting version 2.3 that could allow an attacker to execute XSS through /phpmybackuppro/get_file.php, 'view' parameter. This vulnerabilities could allow an attacker to create a specially crafted URL and send it to a victim to retrieve their session details.",2024-05-28T12:22:02.463Z,7.1,PhpMyBackupPro,PhpMyBackupPro,,PhpMyBackupPro,2.3,N/A,"/phpmybackuppro/get_file.php, 'view' parameter",Improper input validation allowing execution of arbitrary scripts,Creating and sending a specially crafted URL,Craft and send a URL to a victim,Victim needs to open the crafted URL,,Remote,None,Cross-Site Scripting (XSS),Attacker could retrieve victim's session details
CVE-2024-0107,"NVIDIA GPU Display Driver for Windows contains a vulnerability in the user mode layer, where an unprivileged regular user can cause an out-of-bounds read. A successful exploit of this vulnerability might lead to code execution, denial of service, escalation of privileges, information disclosure, and data tampering.",2024-08-08T16:57:49.154Z,7.8,NVIDIA,"GPU Display Driver, vGPU Software, Cloud Gaming",NVIDIA,GPU Display Driver,N/A,Windows,user mode layer,unprivileged regular user can cause an out-of-bounds read,an unprivileged regular user causes an out-of-bounds read,cause an out-of-bounds read,No,,Local,Unprivileged,Out-of-bounds read,"code execution, denial of service, escalation of privileges, information disclosure, and data tampering"
CVE-2024-29727,"SQL injection vulnerabilities in SportsNET affecting version 4.0.1. These vulnerabilities could allow an attacker to retrieve, update and delete all information in the database by sending a specially crafted SQL query: https://XXXXXXX.saludydesafio.com/app/ax/sendParticipationRemember/ , parameter send.",2024-08-29T09:36:07.382Z,9.8,SportsNET,SportsNET,SportsNET,SportsNET application,4.0.1,N/A,parameter 'send' in SQL query,Improper validation and escaping of SQL inputs,sending a specially crafted SQL query,send specially crafted SQL queries,No,N/A,Remote,Unauthenticated,SQL Injection,"retrieving, updating, and deleting all information in the database"
CVE-2024-32507,Improper Privilege Management vulnerability in Hamid Alinia – idehweb Login with phone number allows Privilege Escalation.This issue affects Login with phone number: from n/a through 1.7.16.,2024-05-17T08:55:21.488Z,8.8,Hamid Alinia – idehweb,Login with phone number,Hamid Alinia – idehweb,Login with phone number,n/a through 1.7.16,N/A,Privilege Management,Improper Privilege Management,,Exploit privilege management,No,,,Low,Privilege Escalation,Privilege Escalation
CVE-2024-24947,"A heap-based buffer overflow vulnerability exists in the Programming Software Connection CurrDir functionality of AutomationDirect P3-550E 1.2.10.9. A specially crafted network packet can lead to denial of service. An attacker can send an unauthenticated packet to trigger these vulnerability.This CVE tracks the heap corruption that occurs at offset `0xb68c4` of version 1.2.10.9 of the P3-550E firmware, which occurs when a call to `memset` relies on an attacker-controlled length value and corrupts any trailing heap allocations.",2024-05-28T15:30:18.231Z,8.2,AutomationDirect,P3-550E,AutomationDirect,P3-550E,1.2.10.9,N/A,Programming Software Connection CurrDir functionality,memset relies on an attacker-controlled length value,sending a specially crafted network packet,send an unauthenticated packet,No,vulnerable heap allocation,Remote,Unauthenticated,heap-based buffer overflow,"denial of service, heap corruption at offset 0xb68c4"
CVE-2024-1282,"The Email Encoder – Protect Email Addresses and Phone Numbers plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's shortcode(s) in all versions up to, and including, 2.2.0 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers with contributor-level and above permissions to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",2024-02-20T18:56:34.881Z,6.4,ironikus,Email Encoder – Protect Email Addresses and Phone Numbers,WordPress,Email Encoder – Protect Email Addresses and Phone Numbers plugin,up to and including 2.2.0,N/A,plugin's shortcode(s),insufficient input sanitization and output escaping on user supplied attributes,injection of arbitrary web scripts in pages,inject arbitrary web scripts,access an injected page,,Local,Authenticated (contributor-level and above),Stored Cross-Site Scripting,arbitrary script execution whenever a user accesses an injected page
CVE-2024-0735,A vulnerability was found in SourceCodester Online Tours & Travels Management System 1.0. It has been rated as critical. Affected by this issue is the function exec of the file admin/operations/expense.php. The manipulation leads to sql injection. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. VDB-251558 is the identifier assigned to this vulnerability.,2024-01-19T21:00:05.551Z,6.3,SourceCodester,Online Tours & Travels Management System,SourceCodester,Online Tours & Travels Management System,1.0,N/A,function exec of the file admin/operations/expense.php,Improper input validation leading to SQL Injection,Remote access and manipulation,Manipulate inputs to function exec,No,,Remote,Unauthenticated,SQL Injection,Potential unauthorized database access and data manipulation
CVE-2024-1737,"Resolver caches and authoritative zone databases that hold significant numbers of RRs for the same hostname (of any RTYPE) can suffer from degraded performance as content is being added or updated, and also when handling client queries for this name. This issue affects BIND 9 versions 9.11.0 through 9.11.37, 9.16.0 through 9.16.50, 9.18.0 through 9.18.27, 9.19.0 through 9.19.24, 9.11.4-S1 through 9.11.37-S1, 9.16.8-S1 through 9.16.50-S1, and 9.18.11-S1 through 9.18.27-S1.",2024-07-23T14:34:09.750Z,7.5,ISC,BIND 9,ISC,BIND 9,"9.11.0 through 9.11.37, 9.16.0 through 9.16.50, 9.18.0 through 9.18.27, 9.19.0 through 9.19.24, 9.11.4-S1 through 9.11.37-S1, 9.16.8-S1 through 9.16.50-S1, 9.18.11-S1 through 9.18.27-S1",N/A,Resolver caches and authoritative zone databases,hold significant numbers of RRs for the same hostname,"content is being added or updated, and also when handling client queries for this name",N/A,No,Holding significant numbers of RRs for the same hostname,Local,Unauthenticated,Degraded performance issue,Degraded performance when handling updates and queries
CVE-2024-0055,"Sandro Poppi, member of the AXIS OS Bug Bounty Program, has found that the VAPIX APIs mediaclip.cgi and playclip.cgi was vulnerable for file globbing which could lead to a resource exhaustion attack. Axis has released patched AXIS OS versions for the highlighted flaw. Please refer to the Axis security advisory for more information and solution.",2024-03-19T06:39:24.100Z,6.5,Axis Communications AB,AXIS OS,Axis,AXIS OS,"Unspecified, patched versions released",AXIS OS,VAPIX APIs mediaclip.cgi and playclip.cgi,Vulnerability to file globbing,File globbing requests,Exploitation of file globbing,No,,Remote,Unauthenticated,Resource exhaustion attack,Potential resource exhaustion leading to Denial of Service (DoS)
CVE-2024-5638,"The Formula theme for WordPress is vulnerable to Reflected Cross-Site Scripting via the ‘id’ parameter in the 'ti_customizer_notify_dismiss_recommended_plugins' AJAX action in all versions up to, and including, 0.5.1 due to insufficient input sanitization and output escaping. This makes it possible for unauthenticated attackers to inject arbitrary web scripts in pages that execute if they can successfully trick a user into performing an action such as clicking on a link.",2024-06-08T05:44:29.318Z,6.1,awordpresslife,Formula,WordPress,Formula theme,up to and including 0.5.1,N/A,'ti_customizer_notify_dismiss_recommended_plugins' AJAX action,insufficient input sanitization and output escaping,tricking a user into clicking on a link,inject arbitrary web scripts,"Yes, a user needs to click on a link",,Remote,Unauthenticated,Reflected Cross-Site Scripting (XSS),Execution of arbitrary web scripts
CVE-2024-21599,"A Missing Release of Memory after Effective Lifetime vulnerability in the Packet Forwarding Engine (PFE) of Juniper Networks Junos OS on MX Series allows an adjacent, unauthenticated attacker to cause a Denial of Service (DoS). If an MX Series device receives PTP packets on an MPC3E that doesn't support PTP this causes a memory leak which will result in unpredictable behavior and ultimately in an MPC crash and restart. To monitor for this issue, please use the following FPC vty level commands: show heap shows an increase in ""LAN buffer"" utilization and show clksync ptp nbr-upd-info shows non-zero ""Pending PFEs"" counter. This issue affects Juniper Networks Junos OS on MX Series with MPC3E: * All versions earlier than 20.4R3-S3; * 21.1 versions earlier than 21.1R3-S4; * 21.2 versions earlier than 21.2R3; * 21.3 versions earlier than 21.3R2-S1, 21.3R3; * 21.4 versions earlier than 21.4R2; * 22.1 versions earlier than 22.1R2.",2024-01-12T00:53:23.497Z,6.5,Juniper Networks,Junos OS,Juniper Networks,Junos OS on MX Series,"earlier than 20.4R3-S3, 21.1R3-S4, 21.2R3, 21.3R2-S1, 21.3R3, 21.4R2, 22.1R2",N/A,Packet Forwarding Engine (PFE),Missing Release of Memory after Effective Lifetime,receiving PTP packets on an MPC3E that doesn't support PTP,send PTP packets to the device,No,requires MX Series device with MPC3E receiving PTP packets,Adjacent,Unauthenticated,Missing Release of Memory after Effective Lifetime,"Denial of Service (DoS), memory leak, MPC crash and restart"
CVE-2024-39522,"An Improper Neutralization of Special Elements vulnerability in Juniper Networks Junos OS Evolved commands allows a local, authenticated attacker with low privileges to escalate their privileges to 'root' leading to a full compromise of the system. The Junos OS Evolved CLI doesn't properly handle command options in some cases, allowing users which execute specific CLI commands with a crafted set of parameters to escalate their privileges to root on shell level. This issue affects Junos OS Evolved: * 22.3-EVO versions before 22.3R2-EVO, * 22.4-EVO versions before 22.4R1-S1-EVO, 22.4R2-EVO.",2024-07-11T15:58:26.205Z,7.8,Juniper Networks,Junos OS Evolved,Juniper Networks,Junos OS Evolved,"22.3-EVO versions before 22.3R2-EVO, 22.4-EVO versions before 22.4R1-S1-EVO, 22.4R2-EVO",N/A,Junos OS Evolved CLI,Improper Neutralization of Special Elements vulnerability,execution of specific CLI commands with a crafted set of parameters,execute specific CLI commands,No,Local access with low privileges,Local,Authenticated with low privileges,Improper Neutralization of Special Elements,Privilege escalation to 'root' and full system compromise
CVE-2024-0702,"The Oliver POS – A WooCommerce Point of Sale (POS) plugin for WordPress is vulnerable to unauthorized access due to missing capability checks on several functions hooked via AJAX in the includes/class-pos-bridge-install.php file in all versions up to, and including, 2.4.1.8. This makes it possible for authenticated attackers, with subscriber-level access and above, to perform several unauthorized actions like deactivating the plugin, disconnecting the subscription, syncing the status and more.",2024-02-20T18:56:42.821Z,7.3,oliverpos,Oliver POS – A WooCommerce Point of Sale (POS),WordPress,Oliver POS – A WooCommerce Point of Sale (POS) plugin,up to and including 2.4.1.8,N/A,includes/class-pos-bridge-install.php file,missing capability checks on several functions hooked via AJAX,authenticated attackers perform actions via AJAX without proper capability checks,"perform unauthorized actions like deactivating the plugin, disconnecting the subscription, syncing the status",No,,Remote,Authenticated attackers with subscriber-level access and above,Unauthorized access,"Authenticated attackers can perform unauthorized actions, potentially compromising site functionality."
CVE-2024-38302,"Dell Data Lakehouse, version(s) 1.0.0.0, contain(s) a Missing Encryption of Sensitive Data vulnerability in the DDAE (Starburst). A low privileged attacker with adjacent network access could potentially exploit this vulnerability, leading to Information disclosure.",2024-07-18T15:51:54.140Z,6.8,Dell,Dell Data Lakehouse,Dell,Data Lakehouse,1.0.0.0,N/A,DDAE (Starburst),Missing Encryption of Sensitive Data,N/A,exploit using adjacent network access,No,N/A,Adjacent Network,Low privileged,Missing Encryption of Sensitive Data,Information disclosure
CVE-2024-39420,"Acrobat Reader versions 20.005.30636, 24.002.20965, 24.002.20964, 24.001.30123 and earlier are affected by a Time-of-check Time-of-use (TOCTOU) Race Condition vulnerability that could result in arbitrary code execution in the context of the current user. This issue occurs when the state of a resource changes between its check-time and use-time, allowing an attacker to manipulate the resource. Exploitation of this issue requires user interaction in that a victim must open a malicious file.",2024-08-14T15:07:28.784Z,7.8,Adobe,Acrobat Reader,Adobe,Acrobat Reader,"20.005.30636, 24.002.20965, 24.002.20964, 24.001.30123 and earlier",N/A,Resource handling in Acrobat Reader,Race condition between check-time and use-time of a resource,State change of a resource between check-time and use-time,Manipulate the resource during the race condition window,Victim must open a malicious file,,Local,Current user context,Time-of-check Time-of-use (TOCTOU) Race Condition,Arbitrary code execution
CVE-2024-2271,A vulnerability classified as critical has been found in keerti1924 Online-Book-Store-Website 1.0. This affects an unknown part of the file /shop.php of the component HTTP POST Request Handler. The manipulation of the argument product_name leads to sql injection. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-256041 was assigned to this vulnerability. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,2024-03-07T23:31:04.547Z,6.3,keerti1924,Online-Book-Store-Website,keerti1924,Online-Book-Store-Website,1.0,N/A,HTTP POST Request Handler,manipulation of the argument product_name,manipulation of the product_name argument,initiate the attack with sql injection,No,,Remote,Unauthenticated,SQL Injection,Compromise of the database through unauthenticated SQL queries
CVE-2024-4484,"The The Plus Addons for Elementor – Elementor Addons, Page Templates, Widgets, Mega Menu, WooCommerce plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the ‘xai_username’ parameter in versions up to, and including, 5.5.2 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with contributor-level permissions and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",2024-05-24T06:42:18.015Z,6.4,posimyththemes,"The Plus Addons for Elementor – Elementor Addons, Page Templates, Widgets, Mega Menu, WooCommerce",WordPress,The Plus Addons for Elementor,up to and including 5.5.2,N/A,'xai_username' parameter,insufficient input sanitization and output escaping,authenticated attackers injecting arbitrary web scripts,inject arbitrary web scripts in pages,"Yes, user needs to access an injected page",authenticated attackers with contributor-level permissions,Remote,contributor-level permissions and above,Stored Cross-Site Scripting (XSS),execution of arbitrary web scripts when a user accesses an injected page
CVE-2024-3625,"A flaw was found in Quay, where Quay's database is stored in plain text in mirror-registry on Jinja's config.yaml file. This issue leaves the possibility of a malicious actor with access to this file to gain access to Quay's Redis instance.",2024-04-25T17:46:52.179Z,7.3,Red Hat,mirror registry for Red Hat OpenShift,Quay,Quay's mirror-registry,N/A,N/A,Jinja's config.yaml file,Quay's database is stored in plain text,Access to the config.yaml file,Gain access to Quay's Redis instance,No,N/A,Local access to the filesystem,Access to the config.yaml file,Information Disclosure,Malicious actor gaining access to Redis instance
CVE-2024-30229,Deserialization of Untrusted Data vulnerability in GiveWP.This issue affects GiveWP: from n/a through 3.4.2.,2024-03-28T04:51:36.843Z,8.0,GiveWP,GiveWP,GiveWP,GiveWP,from n/a through 3.4.2,N/A,N/A,Deserialization of Untrusted Data,N/A,Exploit deserialization process with untrusted data,N/A,N/A,Remote,N/A,Deserialization of Untrusted Data,Could allow execution of arbitrary code or other attacks
CVE-2024-5853,"The Image Optimizer, Resizer and CDN – Sirv plugin for WordPress is vulnerable to arbitrary file uploads due to missing file type validation in the sirv_upload_file_by_chanks AJAX action in all versions up to, and including, 7.2.6. This makes it possible for authenticated attackers, with Contributor-level access and above, to upload arbitrary files on the affected site's server which may make remote code execution possible.",2024-06-19T05:37:44.888Z,9.9,sirv,"Image Optimizer, Resizer and CDN – Sirv",WordPress,"Image Optimizer, Resizer and CDN – Sirv plugin",up to and including 7.2.6,N/A,sirv_upload_file_by_chanks AJAX action,missing file type validation,upload arbitrary files,upload arbitrary files on the affected site's server,No,,Remote,Authenticated attackers with Contributor-level access and above,Arbitrary file upload,Remote code execution may be possible
CVE-2024-37899,"XWiki Platform is a generic wiki platform offering runtime services for applications built on top of it. When an admin disables a user account, the user's profile is executed with the admin's rights. This allows a user to place malicious code in the user profile before getting an admin to disable the user account. To reproduce, as a user without script nor programming rights, edit the about section of your user profile and add `{{groovy}}services.logging.getLogger(""attacker"").error(""Hello from Groovy!""){{/groovy}}`. As an admin, go to the user profile and click the ""Disable this account"" button. Then, reload the page. If the logs show `attacker - Hello from Groovy!` then the instance is vulnerable. This has been patched in XWiki 14.10.21, 15.5.5, 15.10.6 and 16.0.0. Users are advised to upgrade. There are no known workarounds for this vulnerability. ### Workarounds We're not aware of any workaround except upgrading. ### References * https://jira.xwiki.org/browse/XWIKI-21611 * https://github.com/xwiki/xwiki-platform/commit/f89c8f47fad6e5cc7e68c69a7e0acde07f5eed5a",2024-06-20T22:13:59.450Z,9.1,xwiki,xwiki-platform,XWiki,XWiki Platform,"before 14.10.21, 15.5.5, 15.10.6, and 16.0.0",N/A,User profile execution with admin rights,User profile is executed with admin's rights when account is disabled,Admin disables a user account,"Place malicious code in the user profile, get an admin to disable the account",Admin action required to disable the account,Account must be disabled by admin,Local,Admin rights when executing user profile,Privilege Escalation,Execution of malicious code with admin privileges
CVE-2024-0803,Integer Overflow or Wraparound vulnerability in Mitsubishi Electric Corporation MELSEC-Q Series and MELSEC-L Series CPU modules allows a remote unauthenticated attacker to execute malicious code on a target product by sending a specially crafted packet.,2024-03-14T23:59:20.916Z,9.8,Mitsubishi Electric Corporation,MELSEC-Q Series Q03UDECPU,Mitsubishi Electric Corporation,MELSEC-Q Series and MELSEC-L Series CPU modules,N/A,N/A,CPU modules,Integer Overflow or Wraparound,sending a specially crafted packet,execute malicious code,No,,Remote,Unauthenticated,Integer Overflow or Wraparound,execute malicious code on a target product
CVE-2020-15269,"In Spree before versions 3.7.11, 4.0.4, or 4.1.11, expired user tokens could be used to access Storefront API v2 endpoints. The issue is patched in versions 3.7.11, 4.0.4 and 4.1.11. A workaround without upgrading is described in the linked advisory.",2020-10-20T20:15:14,7.4,spree,spree,Spree,Spree Storefront API v2,"before 3.7.11, 4.0.4, or 4.1.11",N/A,API endpoints,expired user tokens could be used,access attempt with expired user tokens,Use expired user tokens to access API endpoints,No,Presence of expired user tokens in the system,Remote,Low,Improper Authentication,Unauthorized access to API endpoints
CVE-2020-26118,"In SmartBear Collaborator Server through 13.3.13302, use of the Google Web Toolkit (GWT) API introduces a post-authentication Java deserialization vulnerability. The application's UpdateMemento class accepts a serialized Java object directly from the user without properly sanitizing it. A malicious object can be submitted to the server via an authenticated attacker to execute commands on the underlying system.",2021-01-11T14:53:26,8.8,,,SmartBear,Collaborator Server,through 13.3.13302,N/A,Google Web Toolkit (GWT) API,UpdateMemento class accepts a serialized Java object directly from the user without properly sanitizing it,Submission of a malicious serialized Java object,Submit a malicious serialized Java object to the server,No,,Remote,Authenticated,Java deserialization vulnerability,Execute commands on the underlying system
CVE-2020-15222,"In ORY Fosite (the security first OAuth2 & OpenID Connect framework for Go) before version 0.31.0, when using ""private_key_jwt"" authentication the uniqueness of the `jti` value is not checked. When using client authentication method ""private_key_jwt"", OpenId specification says the following about assertion `jti`: ""A unique identifier for the token, which can be used to prevent reuse of the token. These tokens MUST only be used once, unless conditions for reuse were negotiated between the parties"". Hydra does not seem to check the uniqueness of this `jti` value. This problem is fixed in version 0.31.0.",2020-09-24T16:15:52,8.1,ory,fosite,ORY,Fosite,before version 0.31.0,N/A,'private_key_jwt' authentication mechanism,uniqueness of the `jti` value is not checked,Using client authentication method 'private_key_jwt' without verifying uniqueness of `jti`,Reuse of 'jti' value,No,N/A,Remote,Depends on client configuration,Improper authentication check,Potential token reuse which can lead to security breach
CVE-2020-5373,Dell EMC OpenManage Integration for Microsoft System Center (OMIMSSC) for SCCM and SCVMM versions prior to 7.2.1 contain an improper authentication vulnerability. A remote unauthenticated attacker may potentially exploit this vulnerability to retrieve the system inventory data of the managed device.,2020-07-13T00:00:00,6.5,Dell,OMIMSSC (OpenManage Integration for Microsoft System Center),Dell EMC,OpenManage Integration for Microsoft System Center (OMIMSSC),prior to 7.2.1,N/A,OMIMSSC for SCCM and SCVMM,improper authentication,Remote access to the system,retrieve the system inventory data of the managed device,No,System must be using a vulnerable version of OMIMSSC,Remote,Unauthenticated,Improper Authentication,System inventory data retrieval by an unauthorized attacker
CVE-2020-26182,Dell EMC NetWorker versions prior to 19.3.0.2 contain an incorrect privilege assignment vulnerability. A non-LDAP remote user with low privileges may exploit this vulnerability to perform 'saveset' related operations in an unintended manner. The vulnerability is not exploitable by users authenticated via LDAP.,2020-10-14T00:00:00,6.8,Dell,NetWorker,Dell EMC,NetWorker,prior to 19.3.0.2,N/A,Privilege assignment mechanism,Incorrect privilege assignment,Non-LDAP remote user with low privileges attempts 'saveset' operations,Perform 'saveset' related operations,No,,Remote,"Low privileges, but not authenticated via LDAP",Incorrect privilege assignment vulnerability,Perform 'saveset' operations in an unintended manner
