cve_id,description,published_date,cvss_score,vendor_raw,software_raw,vendor,software,software_version,operatig_system,source,reason,trigger,attacker_action,user_interaction,system_state,network_access,privilege,vulnerability_type,consequences
CVE-2021-32531,OS command injection vulnerability in Init function in QSAN XEVO allows remote attackers to execute arbitrary commands without permissions. The referred vulnerability has been solved with the updated version of QSAN XEVO v2.1.0.,2021-07-07T00:00:00,9.8,QSAN,XEVO,QSAN,QSAN XEVO,before v2.1.0,N/A,Init function,Improper input validation in OS command execution,Remote attacker sending specially crafted input,Execute arbitrary commands,No,,Remote,None,OS command injection,Remote attackers can execute arbitrary commands without permissions
CVE-2021-33636,"When the isula load command is used to load malicious images, attackers can execute arbitrary code.",2023-10-29T07:58:05.033Z,8.4,openEuler,iSulad,,isula,,,isula load command,,loading malicious images,execute arbitrary code,Yes,,Local,Low,Code Execution,Attackers can execute arbitrary code
CVE-2021-2260,"Vulnerability in the Oracle Human Resources product of Oracle E-Business Suite (component: iRecruitment). The supported version that is affected is 12.1.3. Easily exploitable vulnerability allows low privileged attacker with network access via HTTP to compromise Oracle Human Resources. Successful attacks of this vulnerability can result in unauthorized creation, deletion or modification access to critical data or all Oracle Human Resources accessible data as well as unauthorized access to critical data or complete access to all Oracle Human Resources accessible data. CVSS 3.1 Base Score 8.1 (Confidentiality and Integrity impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N).",2021-04-22T21:53:56,8.1,Oracle Corporation,Human Resources,Oracle,Oracle Human Resources,12.1.3,N/A,iRecruitment component,Easily exploitable vulnerability,network access via HTTP,compromise Oracle Human Resources,No,,Network,Low privileged attacker,"Unauthorized creation, deletion, or modification of data","Unauthorized creation, deletion, or modification access to critical data, complete access to all accessible data"
CVE-2021-32621,"XWiki Platform is a generic wiki platform offering runtime services for applications built on top of it. In versions prior to 12.6.7 and 12.10.3, a user without Script or Programming right is able to execute script requiring privileges by editing gadget titles in the dashboard. The issue has been patched in XWiki 12.6.7, 12.10.3 and 13.0RC1.",2021-05-28T21:05:11,8.8,xwiki,xwiki-platform,XWiki,XWiki Platform,prior to 12.6.7 and 12.10.3,N/A,gadget titles in the dashboard,lack of restriction on script execution in gadget titles,editing gadget titles in the dashboard,edit gadget titles to execute scripts,Yes,N/A,Remote,No Script or Programming rights required,Privilege Escalation,Unauthorized script execution with elevated privileges
CVE-2021-2409,"Vulnerability in the Oracle VM VirtualBox product of Oracle Virtualization (component: Core). The supported version that is affected is Prior to 6.1.24. Easily exploitable vulnerability allows high privileged attacker with logon to the infrastructure where Oracle VM VirtualBox executes to compromise Oracle VM VirtualBox. While the vulnerability is in Oracle VM VirtualBox, attacks may significantly impact additional products. Successful attacks of this vulnerability can result in takeover of Oracle VM VirtualBox. CVSS 3.1 Base Score 8.2 (Confidentiality, Integrity and Availability impacts). CVSS Vector: (CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H).",2021-07-20T22:44:22,8.2,Oracle Corporation,VM VirtualBox,Oracle,Oracle VM VirtualBox,Prior to 6.1.24,,Core component,,,Logon to the infrastructure where Oracle VM VirtualBox executes,No,,Local,High privileged,Easily exploitable vulnerability,Takeover of Oracle VM VirtualBox and significant impact on additional products
CVE-2021-32513,QsanTorture in QSAN Storage Manager does not filter special parameters properly that allows remote unauthenticated attackers to inject and execute arbitrary commands. The referred vulnerability has been solved with the updated version of QSAN Storage Manager v3.3.3.,2021-07-07T00:00:00,9.8,QSAN,Storage Manager,QSAN,QSAN Storage Manager,before v3.3.3,N/A,QsanTorture in QSAN Storage Manager,does not filter special parameters properly,injection of special parameters,inject and execute arbitrary commands,No,,Remote,Unauthenticated,Command Injection,Execution of arbitrary commands on the system
CVE-2021-32819,Squirrelly is a template engine implemented in JavaScript that works out of the box with ExpressJS. Squirrelly mixes pure template data with engine configuration options through the Express render API. By overwriting internal configuration options remote code execution may be triggered in downstream applications. This issue is fixed in version 9.0.0. For complete details refer to the referenced GHSL-2021-023.,2021-05-14T00:00:00,8.0,squirrellyjs,squirrelly,Squirrelly,Squirrelly template engine,before 9.0.0,N/A,Engine configuration options through the Express render API,Mixes pure template data with engine configuration options,Overwriting internal configuration options,Overwrite internal configuration options,No,,Remote,Unauthenticated,Remote Code Execution (RCE),Triggered remote code execution in downstream applications
CVE-2021-2474,"Vulnerability in the Oracle Web Analytics product of Oracle E-Business Suite (component: Admin). Supported versions that are affected are 12.1.1-12.1.3. Easily exploitable vulnerability allows low privileged attacker with network access via HTTP to compromise Oracle Web Analytics. Successful attacks of this vulnerability can result in unauthorized creation, deletion or modification access to critical data or all Oracle Web Analytics accessible data as well as unauthorized access to critical data or complete access to all Oracle Web Analytics accessible data. CVSS 3.1 Base Score 8.1 (Confidentiality and Integrity impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N).",2021-10-20T10:49:39,8.1,Oracle Corporation,Web Analytics,Oracle,Web Analytics,12.1.1-12.1.3,N/A,Admin component of Oracle Web Analytics,Easily exploitable vulnerability,Network access via HTTP,Compromise Oracle Web Analytics,No,,Network,Low,"Unauthorized creation, deletion or modification access","Unauthorized creation, deletion or modification of critical data, and unauthorized access to all Oracle Web Analytics accessible data"
CVE-2021-38404,Delta Electronic DOPSoft 2 (Version 2.00.07 and prior) lacks proper validation of user-supplied data when parsing specific project files. This could result in a heap-based buffer overflow. An attacker could leverage this vulnerability to execute code in the context of the current process.,2021-09-09T00:00:00,7.8,Delta Electronics,DOPSoft 2,Delta Electronic,DOPSoft 2,Version 2.00.07 and prior,N/A,parsing specific project files,lacks proper validation of user-supplied data,parsing specific project files,leverage this vulnerability to execute code,No,N/A,Local,None,Heap-based buffer overflow,Execute code in the context of the current process
CVE-2021-27664,Under certain configurations an unauthenticated remote user could be given access to credentials stored in the exacqVision Server.,2021-10-07T00:00:00,9.8,Johnson Controls,exacqVision Web Service,Exacq,exacqVision Server,N/A,N/A,exacqVision Server configuration,Improper access control configuration,Access attempts by a remote unauthenticated user,Access stored credentials,No,Under certain configurations,Remote,Unauthenticated,Improper Access Control,Access to stored credentials
CVE-2021-25961,"In “SuiteCRM” application, v7.1.7 through v7.10.31 and v7.11-beta through v7.11.20 fail to properly invalidate password reset links that is associated with a deleted user id, which makes it possible for account takeover of any newly created user with the same user id.",2021-09-21T00:00:00,8.0,salesagility,SuiteCRM,SuiteCRM,SuiteCRM application,v7.1.7 through v7.10.31 and v7.11-beta through v7.11.20,N/A,Password reset functionality,Fail to properly invalidate password reset links associated with a deleted user ID,Password reset link not invalidating after user ID is deleted,Use the old password reset link for a newly created user with the same user ID,No,User ID re-use vulnerability,N/A,Unauthenticated,Account takeover,Account takeover of any newly created user with the same user ID
CVE-2021-32717,"Shopware is an open source eCommerce platform. In versions prior to 6.4.1.1 private files publicly accessible with Cloud Storage providers when the hashed URL is known. Users are recommend to first change their configuration to set the correct visibility according to the documentation. The visibility must be at the same level as `type`. When the Storage is saved on Amazon AWS we recommending disabling public access to the bucket containing the private files: https://docs.aws.amazon.com/AmazonS3/latest/userguide/access-control-block-public-access.html. Otherwise, update to Shopware 6.4.1.1 or install or update the Security plugin (https://store.shopware.com/en/detail/index/sArticle/518463/number/Swag136939272659) and run the command `./bin/console s3:set-visibility` to correct your cloud file visibilities.",2021-06-24T21:10:12,7.5,shopware,platform,Shopware,Shopware,prior to 6.4.1.1,N/A,Configuration settings for cloud storage visibility,Result of incorrect visibility settings for private files in storage configuration,hashed URLs of private files are known,Access private files stored in the cloud using known hashed URLs,No,,Remote,None,Misconfiguration leading to unauthorized data access,Private files become publicly accessible through cloud storage providers
CVE-2021-26411,Internet Explorer Memory Corruption Vulnerability,2021-03-11T15:07:28,8.8,Microsoft,Internet Explorer 9,Microsoft,Internet Explorer,N/A,Windows,Memory Management,N/A,N/A,Exploit memory corruption,Possibly,N/A,Remote,N/A,Memory Corruption,Potential execution of arbitrary code
CVE-2021-28346,Remote Procedure Call Runtime Remote Code Execution Vulnerability,2021-04-13T19:33:13,8.8,Microsoft,Windows 10 Version 1803,,Remote Procedure Call Runtime,,,Remote Procedure Call Runtime,,,Execute remote code,Potentially No,,Remote,,Remote Code Execution,Potential unauthorized code execution
CVE-2021-41242,"OpenOlat is a web-basedlearning management system. A path traversal vulnerability exists in OpenOlat prior to versions 15.5.12 and 16.0.5. By providing a filename that contains a relative path as a parameter in some REST methods, it is possible to create directory structures and write files anywhere on the target system. The attack could be used to write files anywhere in the web root folder or outside, depending on the configuration of the system and the properly configured permission of the application server user. The attack requires an OpenOlat user account, an enabled REST API and the rights on a business object to call the vulnerable REST calls. The problem is fixed in version 15.5.12 and 16.0.5. There is a workaround available. The vulnerability requires the REST module to be enabled. Disabling the REST module or limiting the REST module via some firewall or web-server access rules to be accessed only be trusted systems will mitigate the risk.",2021-12-10T22:25:13,8.1,OpenOLAT,OpenOLAT,OpenOlat,OpenOlat,prior to 15.5.12 and 16.0.5,N/A,REST methods,allows filename with a relative path as a parameter,providing a filename with a relative path in some REST methods,create directory structures and write files anywhere on the target system,Yes,"enabled REST API, user account with rights on a business object, writable directory location",Remote,Authenticated OpenOlat user account,Path Traversal,"Ability to write files anywhere, potentially compromising the server's file system"
CVE-2021-1207,"Multiple vulnerabilities in the web-based management interface of Cisco Small Business RV110W, RV130, RV130W, and RV215W Routers could allow an authenticated, remote attacker to execute arbitrary code or cause an affected device to restart unexpectedly. The vulnerabilities are due to improper validation of user-supplied input in the web-based management interface. An attacker could exploit these vulnerabilities by sending crafted HTTP requests to an affected device. A successful exploit could allow the attacker to execute arbitrary code as the root user on the underlying operating system or cause the device to reload, resulting in a denial of service (DoS) condition. To exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. Cisco has not released software updates that address these vulnerabilities.",2021-01-13T00:00:00,7.2,Cisco,Cisco Small Business RV Series Router Firmware ,Cisco,"Small Business RV110W, RV130, RV130W, and RV215W Routers",N/A,N/A,web-based management interface,improper validation of user-supplied input,sending crafted HTTP requests to an affected device,execute arbitrary code or cause an affected device to restart unexpectedly,No,N/A,Remote,Authenticated (Valid administrator credentials required),"Arbitrary code execution, Denial of Service (DoS)","Execute arbitrary code as the root user or cause the device to reload, resulting in a denial of service (DoS) condition"
CVE-2021-34569,In WAGO I/O-Check Service in multiple products an attacker can send a specially crafted packet containing OS commands to crash the diagnostic tool and write memory.,2022-11-09T15:17:36.366Z,9.8,WAGO,750-81xx/xxx-xxxFW,WAGO,I/O-Check Service,multiple products,N/A,diagnostic tool,lack of input validation for OS commands in packets,sending a specially crafted packet containing OS commands,send a crafted packet with OS commands,No,,Remote,Unauthenticated,Remote Code Execution,crash the diagnostic tool and write memory
CVE-2021-25517,An improper input validation vulnerability in LDFW prior to SMR Dec-2021 Release 1 allows attackers to perform arbitrary code execution.,2021-12-08T14:20:01,7.7,Samsung Mobile,Samsung Mobile Devices,,LDFW,prior to SMR Dec-2021 Release 1,,Input validation component,improper input validation,N/A,perform arbitrary code execution,N/A,N/A,N/A,N/A,Improper Input Validation,arbitrary code execution
CVE-2021-30344,"Improper authorization of a replayed LTE security mode command can lead to a denial of service in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",2022-06-14T10:11:03,7.5,"Qualcomm, Inc.","Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",Snapdragon,"Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",N/A,N/A,LTE security mode command,Improper authorization of a replayed command,Replayed LTE security mode command,Replay the LTE security mode command,No,,Remote,None,Denial of Service,Denial of service in affected Snapdragon products
CVE-2021-26880,Storage Spaces Controller Elevation of Privilege Vulnerability,2021-03-11T15:41:12,7.8,Microsoft,Windows 10 Version 1803,,Storage Spaces Controller,,,,,,Exploit the Storage Spaces Controller,,,,,Elevation of Privilege,Unauthorized gain of elevated privileges
CVE-2021-22648,"Ovarro TBox proprietary Modbus file access functions allow attackers to read, alter, or delete the configuration file.",2022-07-28T14:18:45,8.8,Ovarro,TBox,Ovarro,TBox,N/A,N/A,Proprietary Modbus file access functions,Functions allow improper access to configuration files,N/A,"Read, alter, or delete the configuration file",No,N/A,Remote,Unauthenticated or varies based on configuration,Improper Authorization,"Unauthorized access to configuration files, leading to potential system compromise"
CVE-2021-43818,"lxml is a library for processing XML and HTML in the Python language. Prior to version 4.6.5, the HTML Cleaner in lxml.html lets certain crafted script content pass through, as well as script content in SVG files embedded using data URIs. Users that employ the HTML cleaner in a security relevant context should upgrade to lxml 4.6.5 to receive a patch. There are no known workarounds available.",2021-12-13T18:05:12,8.2,lxml,lxml,lxml,lxml,prior to 4.6.5,N/A,HTML Cleaner in lxml.html,the HTML Cleaner lets certain crafted script content pass through,using data URIs with script content in SVG files,embed crafted script content in HTML or SVG files using data URIs,No,N/A,N/A,N/A,Improper Input Handling,Potential execution of crafted script content when processed
CVE-2021-24112,.NET Core Remote Code Execution Vulnerability,2021-02-25T23:01:57,8.1,Microsoft,Visual Studio 2019 for Mac,Microsoft,.NET Core,N/A,N/A,N/A,N/A,Remote requests,Execute arbitrary code remotely,No,N/A,Remote,Unauthenticated,Remote Code Execution,Arbitrary code execution on the affected system
CVE-2021-3489,"The eBPF RINGBUF bpf_ringbuf_reserve() function in the Linux kernel did not check that the allocated size was smaller than the ringbuf size, allowing an attacker to perform out-of-bounds writes within the kernel and therefore, arbitrary code execution. This issue was fixed via commit 4b81ccebaeee (""bpf, ringbuf: Deny reserve of buffers larger than ringbuf"") (v5.13-rc4) and backported to the stable kernels in v5.12.4, v5.11.21, and v5.10.37. It was introduced via 457f44363a88 (""bpf: Implement BPF ring buffer and verifier support for it"") (v5.8-rc1).",2021-05-11T00:00:00,7.8,Linux,Linux kernel,Linux,Linux kernel,v5.8-rc1 to v5.12.3,Linux,eBPF RINGBUF bpf_ringbuf_reserve() function,did not check that the allocated size was smaller than the ringbuf size,bpf_ringbuf_reserve() function is called with an oversized buffer,perform out-of-bounds writes within the kernel,No,,Local,Authenticated,Out-of-bounds write,Arbitrary code execution
CVE-2021-40452,HEVC Video Extensions Remote Code Execution Vulnerability,2021-12-15T14:14:50,7.8,Microsoft,HEVC Video Extensions,,HEVC Video Extensions,,,HEVC Video Extensions,Undisclosed,Processing a specially crafted video file,Exploiting the vulnerability via a crafted video file,Yes,,Remote,Unauthenticated,Remote Code Execution,Allows attackers to execute arbitrary code on the affected system
CVE-2021-21374,"Nimble is a package manager for the Nim programming language. In Nim release versions before versions 1.2.10 and 1.4.4, ""nimble refresh"" fetches a list of Nimble packages over HTTPS without full verification of the SSL/TLS certificate due to the default setting of httpClient. An attacker able to perform MitM can deliver a modified package list containing malicious software packages. If the packages are installed and used the attack escalates to untrusted code execution.",2021-03-26T21:25:14,8.1,nim-lang,security,Nim,Nim,before 1.2.10 and 1.4.4,N/A,httpClient (default setting for SSL/TLS verification),fetches a list of Nimble packages over HTTPS without full verification of the SSL/TLS certificate,execution of 'nimble refresh' command,perform Man-in-the-Middle attack to deliver a modified package list containing malicious software,"Yes, if the victim installs and uses the malicious packages",N/A,Remote,Unauthenticated,Incomplete SSL/TLS certificate verification,Untrusted code execution due to malicious packages installation
CVE-2021-28800,"A command injection vulnerability has been reported to affect QNAP NAS running legacy versions of QTS. If exploited, this vulnerability allows attackers to execute arbitrary commands in a compromised application. This issue affects: QNAP Systems Inc. QTS versions prior to 4.3.6.1663 Build 20210504; versions prior to 4.3.3.1624 Build 20210416. This issue does not affect: QNAP Systems Inc. QTS 4.5.3. QNAP Systems Inc. QuTS hero h4.5.3. QNAP Systems Inc. QuTScloud c4.5.5.",2021-06-24T00:00:00,8.1,QNAP Systems Inc.,QTS,QNAP Systems Inc.,QTS,versions prior to 4.3.6.1663 Build 20210504 and versions prior to 4.3.3.1624 Build 20210416,NAS,Compromised application,Command injection vulnerability,Exploiting the command injection vulnerability,Execute arbitrary commands,No,Running legacy versions of QTS,Remote,Unauthenticated,Command Injection,Execution of arbitrary commands
CVE-2021-34565,In PEPPERL+FUCHS WirelessHART-Gateway 3.0.7 to 3.0.9 the SSH and telnet services are active with hard-coded credentials.,2021-08-16T00:00:00,9.8,Phoenix Contact,WHA-GW-F2D2-0-AS- Z2-ETH,PEPPERL+FUCHS,WirelessHART-Gateway,3.0.7 to 3.0.9,N/A,SSH and telnet services,hard-coded credentials,N/A,Access the services using hard-coded credentials,No,SSH and telnet services active,Remote,None,Hard-coded credentials,Unauthorized access through SSH and telnet services
CVE-2021-2415,"Vulnerability in the Oracle Time and Labor product of Oracle E-Business Suite (component: Timecard). Supported versions that are affected are 12.1.1-12.1.3 and 12.2.3-12.2.10. Easily exploitable vulnerability allows low privileged attacker with network access via HTTP to compromise Oracle Time and Labor. Successful attacks of this vulnerability can result in unauthorized creation, deletion or modification access to critical data or all Oracle Time and Labor accessible data as well as unauthorized access to critical data or complete access to all Oracle Time and Labor accessible data. CVSS 3.1 Base Score 8.1 (Confidentiality and Integrity impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N).",2021-07-20T22:44:26,8.1,Oracle Corporation,Time and Labor,Oracle,Time and Labor product of Oracle E-Business Suite,12.1.1-12.1.3 and 12.2.3-12.2.10,N/A,Timecard component,N/A,N/A,Compromise Oracle Time and Labor,No,N/A,Network,Low,Unauthorized data access,"Unauthorized creation, deletion, or modification access to critical and Oracle Time and Labor accessible data"
CVE-2021-26423,.NET Core and Visual Studio Denial of Service Vulnerability,2021-08-12T18:11:31,7.5,Microsoft,Microsoft Visual Studio 2017 version 15.9 (includes 15.0 - 15.8),Microsoft,.NET Core and Visual Studio,N/A,N/A,N/A,N/A,N/A,Exploit the vulnerability to cause denial of service,No,N/A,N/A,N/A,Denial of Service,Denial of service
CVE-2021-32647,"Emissary is a P2P based data-driven workflow engine. Affected versions of Emissary are vulnerable to post-authentication Remote Code Execution (RCE). The [`CreatePlace`](https://github.com/NationalSecurityAgency/emissary/blob/30c54ef16c6eb6ed09604a929939fb9f66868382/src/main/java/emissary/server/mvc/internal/CreatePlaceAction.java#L36) REST endpoint accepts an `sppClassName` parameter which is used to load an arbitrary class. This class is later instantiated using a constructor with the following signature: `<constructor>(String, String, String)`. An attacker may find a gadget (class) in the application classpath that could be used to achieve Remote Code Execution (RCE) or disrupt the application. Even though the chances to find a gadget (class) that allow arbitrary code execution are low, an attacker can still find gadgets that could potentially crash the application or leak sensitive data. As a work around disable network access to Emissary from untrusted sources.",2021-05-28T23:05:10,8.0,NationalSecurityAgency,emissary,National Security Agency,Emissary,Affected versions,N/A,CreatePlace REST endpoint,Accepts an `sppClassName` parameter used to load an arbitrary class,Use of the `sppClassName` parameter to load and instantiate an arbitrary class,Find a gadget (class) in the application classpath,No,Post-authentication access to the REST endpoint,Remote,Authenticated,Remote Code Execution (RCE),"Potential application disruption, crash, or sensitive data leakage"
CVE-2021-36960,Windows SMB Information Disclosure Vulnerability,2021-09-15T11:23:35,7.5,Microsoft,Windows 10 Version 1809,Microsoft,Windows SMB,N/A,Windows,SMB protocol,N/A,N/A,Access SMB shared information,No,N/A,Local,Low,Information Disclosure,Leakage of sensitive information via SMB protocol
CVE-2021-31943,3D Viewer Remote Code Execution Vulnerability,2021-06-08T22:46:17,7.8,Microsoft,3D Viewer,,3D Viewer,,,,,,Execute remote code,,,,,Remote Code Execution,
CVE-2021-1307,"Multiple vulnerabilities in the web-based management interface of Cisco Small Business RV110W, RV130, RV130W, and RV215W Routers could allow an authenticated, remote attacker to execute arbitrary code or cause an affected device to restart unexpectedly. The vulnerabilities are due to improper validation of user-supplied input in the web-based management interface. An attacker could exploit these vulnerabilities by sending crafted HTTP requests to an affected device. A successful exploit could allow the attacker to execute arbitrary code as the root user on the underlying operating system or cause the device to reload, resulting in a denial of service (DoS) condition. To exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. Cisco has not released software updates that address these vulnerabilities.",2021-01-13T00:00:00,7.2,Cisco,Cisco Small Business RV Series Router Firmware ,Cisco,"Small Business RV110W, RV130, RV130W, and RV215W Routers",N/A,underlying operating system,web-based management interface,improper validation of user-supplied input,sending crafted HTTP requests to an affected device,execute arbitrary code or cause device restart,No,,Remote,Authenticated with valid administrator credentials,Arbitrary Code Execution and Denial of Service (DoS),execute arbitrary code as root or cause device reload leading to DoS
CVE-2021-42545,"An insufficient session expiration vulnerability exists in Business-DNA Solutions GmbH’s TopEase® Platform Version <= 7.1.27, which allows a remote attacker to reuse, spoof, or steal other user and admin sessions.",2021-11-30T11:28:15,8.1,Business-DNA Solutions GmbH,TopEase,Business-DNA Solutions GmbH,TopEase Platform,<= 7.1.27,N/A,Session management,Insufficient session expiration,Session reuse or spoofing,"Reuse, spoof, or steal other user and admin sessions",No,,Remote,Unauthenticated,Insufficient Session Expiration,Unauthorized access to user and admin sessions
CVE-2021-42707,"PLC Editor Versions 1.3.8 and prior is vulnerable to an out-of-bounds write while processing project files, which may allow an attacker to execute arbitrary code.",2021-11-11T00:00:00,7.8,WECON,PLC Editor,,PLC Editor,Versions 1.3.8 and prior,,Processing project files,Out-of-bounds write,Processing project files,Execute arbitrary code,,,Local,None,Out-of-bounds write,May allow an attacker to execute arbitrary code
CVE-2021-0208,"An improper input validation vulnerability in the Routing Protocol Daemon (RPD) service of Juniper Networks Junos OS allows an attacker to send a malformed RSVP packet when bidirectional LSPs are in use, which when received by an egress router crashes the RPD causing a Denial of Service (DoS) condition. Continued receipt of the packet will sustain the Denial of Service. This issue affects: Juniper Networks Junos OS: All versions prior to 17.3R3-S10 except 15.1X49-D240 for SRX series; 17.4 versions prior to 17.4R3-S2; 18.1 versions prior to 18.1R3-S10; 18.2 versions prior to 18.2R2-S7, 18.2R3-S4; 18.3 versions prior to 18.3R3-S2; 18.4 versions prior to 18.4R1-S8, 18.4R2-S6, 18.4R3-S2; 19.1 versions prior to 19.1R1-S5, 19.1R3-S3; 19.2 versions prior to 19.2R3; 19.3 versions prior to 19.3R2-S5, 19.3R3; 19.4 versions prior to 19.4R2-S2, 19.4R3-S1; 20.1 versions prior to 20.1R1-S4, 20.1R2; 15.1X49 versions prior to 15.1X49-D240 on SRX Series. Juniper Networks Junos OS Evolved: 19.3 versions prior to 19.3R2-S5-EVO; 19.4 versions prior to 19.4R2-S2-EVO; 20.1 versions prior to 20.1R1-S4-EVO.",2021-01-13T00:00:00,8.8,Juniper Networks,Junos OS,Juniper Networks,Junos OS,"All versions prior to 17.3R3-S10 except 15.1X49-D240 for SRX series; 17.4 versions prior to 17.4R3-S2; 18.1 versions prior to 18.1R3-S10; 18.2 versions prior to 18.2R2-S7, 18.2R3-S4; 18.3 versions prior to 18.3R3-S2; 18.4 versions prior to 18.4R1-S8, 18.4R2-S6, 18.4R3-S2; 19.1 versions prior to 19.1R1-S5, 19.1R3-S3; 19.2 versions prior to 19.2R3; 19.3 versions prior to 19.3R2-S5, 19.3R3; 19.4 versions prior to 19.4R2-S2, 19.4R3-S1; 20.1 versions prior to 20.1R1-S4, 20.1R2; 15.1X49 versions prior to 15.1X49-D240 on SRX Series; Junos OS Evolved 19.3 versions prior to 19.3R2-S5-EVO; 19.4 versions prior to 19.4R2-S2-EVO; 20.1 versions prior to 20.1R1-S4-EVO",N/A,Routing Protocol Daemon (RPD) service,improper input validation,receipt of a malformed RSVP packet,send a malformed RSVP packet,No,"bidirectional LSPs are in use, received by an egress router",Remote,Unauthenticated,Denial of Service (DoS),Crashes the RPD causing a Denial of Service (DoS) condition
CVE-2021-42083,An authenticated attacker is able to create alerts that trigger a stored XSS attack.,2023-07-10T06:29:47.782Z,8.7,OSNEXUS,QuantaStor,,,,,alerts,,creation of alerts,create alerts,No,,,Authenticated,Stored XSS,Execution of arbitrary scripts in the user's browser
CVE-2021-34398,"NVIDIA DCGM, all versions prior to 2.2.9, contains a vulnerability in the DIAG module where any user can inject shared libraries into the DCGM server, which is usually running as root, which may lead to privilege escalation, total loss of confidentiality and integrity, and complete denial of service.",2021-08-13T15:42:02,7.8,NVIDIA,NVIDIA Data Center GPU Manager (DCGM),NVIDIA,DCGM,all versions prior to 2.2.9,N/A,DIAG module,allows any user to inject shared libraries into the server,injection of shared libraries,inject shared libraries into the DCGM server,No,DCGM server running with elevated privileges (usually as root),Local,Any user,Privilege escalation,"Total loss of confidentiality and integrity, complete denial of service"
CVE-2021-21425,"Grav Admin Plugin is an HTML user interface that provides a way to configure Grav and create and modify pages. In versions 1.10.7 and earlier, an unauthenticated user can execute some methods of administrator controller without needing any credentials. Particular method execution will result in arbitrary YAML file creation or content change of existing YAML files on the system. Successfully exploitation of that vulnerability results in configuration changes, such as general site information change, custom scheduler job definition, etc. Due to the nature of the vulnerability, an adversary can change some part of the webpage, or hijack an administrator account, or execute operating system command under the context of the web-server user. This vulnerability is fixed in version 1.10.8. Blocking access to the `/admin` path from untrusted sources can be applied as a workaround.",2021-04-07T18:20:13,9.3,getgrav,grav-plugin-admin,Grav,Admin Plugin,versions 1.10.7 and earlier,N/A,administrator controller,lack of authentication for some methods,execution of certain methods without credentials,execute methods of administrator controller without credentials,No,N/A,Remote,Unauthenticated,Unauthorized Method Execution,"arbitrary YAML file creation, configuration changes, site information change, scheduler job definition, webpage content change, hijack administrative account, execute OS commands under web-server user"
CVE-2021-2431,"Vulnerability in the Oracle Outside In Technology product of Oracle Fusion Middleware (component: Outside In Filters). The supported version that is affected is 8.5.5. Easily exploitable vulnerability allows unauthenticated attacker with network access via HTTP to compromise Oracle Outside In Technology. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of Oracle Outside In Technology. Note: Outside In Technology is a suite of software development kits (SDKs). The protocol and CVSS Base Score depend on the software that uses Outside In Technology. The CVSS score assumes that the software passes data received over a network directly to Outside In Technology, but if data is not received over a network the CVSS score may be lower. CVSS 3.1 Base Score 7.5 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H).",2021-07-20T22:44:40,7.5,Oracle Corporation,Outside In Technology,Oracle,Oracle Outside In Technology,8.5.5,N/A,Outside In Filters,Easily exploitable vulnerability in network access handling,Network access via HTTP,Compromise Oracle Outside In Technology via network access,No,N/A,Network access via HTTP,No authentication required (Unauthenticated),Denial of Service (DOS),"Unauthorized ability to cause a hang or crash, leading to DOS"
CVE-2021-20998,In multiple managed switches by WAGO in different versions without authorization and with specially crafted packets it is possible to create users.,2021-05-05T00:00:00,10.0,WAGO,0852-0303,WAGO,multiple managed switches,in different versions,N/A,user management feature,absence of proper authorization check,specially crafted packets,send specially crafted packets,No,,Remote,Unauthenticated,Unauthorized Access,Ability for an attacker to create users
